ID,WORD,LABEL,ASSESSOR_LABEL,BASE_YEAR,RATING
66,сумма_NOUN,1,-1,2012,10
67,свобода_NOUN,1,-1,2003,1
68,множество_NOUN,0,-1,2002,-1
69,торги_NOUN,0,-1,2013,-1
70,сумма_NOUN,1,-1,2004,10
71,борьба_NOUN,0,-1,2002,-1
72,договор_NOUN,0,-1,2003,-1
73,закон_NOUN,1,-1,2006,8
74,вагон_NOUN,0,-1,2003,-1
75,жизнь_NOUN,1,-1,2001,1
76,финансы_NOUN,0,-1,2000,-1
77,сердце_NOUN,0,-1,2001,-1
78,уровень_NOUN,1,-1,2007,8
79,победитель_NOUN,0,-1,2008,-1
80,вопрос_NOUN,1,-1,2002,6
81,подозрение_NOUN,0,-1,2010,-1
82,закон_NOUN,1,-1,2005,6
83,пара_NOUN,1,-1,2008,2
84,время_NOUN,1,-1,2007,3
85,сценарий_NOUN,1,-1,2008,3
86,продукт_NOUN,0,-1,2000,-1
87,проект_NOUN,1,-1,2008,8
88,уровень_NOUN,1,-1,2004,5
89,район_NOUN,1,-1,2000,5
90,день_NOUN,0,-1,2007,-1
91,лагерь_NOUN,0,-1,2012,-1
92,дело_NOUN,1,-1,2009,5
93,литература_NOUN,1,-1,2003,3
94,объем_NOUN,0,-1,2010,-1
95,газ_NOUN,0,-1,2011,-1
96,власть_NOUN,1,-1,2003,6
97,килограмм_NOUN,0,-1,2012,-1
98,солдат_NOUN,0,-1,2005,-1
99,мир_NOUN,1,-1,2007,4
100,сокращение_NOUN,0,-1,2008,-1
101,удар_NOUN,0,-1,2008,-1
102,конец_NOUN,0,-1,2004,-1
103,мера_NOUN,0,-1,2011,-1
104,элемент_NOUN,0,-1,2013,-1
105,премьер_NOUN,0,-1,2003,-1
106,заключение_NOUN,0,-1,2006,-1
107,преимущество_NOUN,0,-1,2003,-1
108,суббота_NOUN,0,-1,2009,-1
109,сентябрь_NOUN,1,-1,2012,1
110,кампания_NOUN,0,-1,2006,-1
111,мнение_NOUN,1,-1,2000,9
112,итог_NOUN,1,-1,2004,8
113,уровень_NOUN,1,-1,2009,10
114,организация_NOUN,1,-1,2012,6
115,часть_NOUN,1,-1,2010,6
116,охрана_NOUN,1,-1,2009,2
117,время_NOUN,1,-1,2012,2
118,способ_NOUN,0,-1,2001,-1
119,место_NOUN,1,-1,2011,5
120,культура_NOUN,0,-1,2002,-1
121,пространство_NOUN,0,-1,2004,-1
122,вид_NOUN,1,-1,2005,10
123,причина_NOUN,1,-1,2013,9
124,столица_NOUN,0,-1,2009,-1
125,жена_NOUN,0,-1,2001,-1
126,место_NOUN,1,-1,2005,4
127,законодательство_NOUN,1,-1,2005,1
128,директор_NOUN,0,-1,2003,-1
129,образ_NOUN,1,-1,2001,8
130,место_NOUN,1,-1,2009,6
131,территория_NOUN,1,-1,2007,9
132,ребенок_NOUN,1,-1,2013,2
133,человек_NOUN,1,-1,2011,3
134,территория_NOUN,1,-1,2005,7
135,партия_NOUN,0,-1,2006,-1
136,решение_NOUN,1,-1,2004,3
137,матч_NOUN,1,-1,2006,4
138,фамилия_NOUN,1,-1,2000,1
139,область_NOUN,0,-1,2005,-1
140,сторона_NOUN,0,-1,2006,-1
141,собеседник_NOUN,0,-1,2007,-1
142,человек_NOUN,1,-1,2002,3
143,сложность_NOUN,0,-1,2009,-1
144,год_NOUN,0,-1,2000,-1
145,трансляция_NOUN,0,-1,2004,-1
146,закон_NOUN,1,-1,2001,4
147,страхование_NOUN,0,-1,2007,-1
148,список_NOUN,0,-1,2010,-1
149,норма_NOUN,0,-1,2001,-1
150,история_NOUN,1,-1,2001,10
151,суд_NOUN,0,-1,2007,-1
152,исследование_NOUN,0,-1,2003,-1
153,помощь_NOUN,1,-1,2005,8
154,орган_NOUN,1,-1,2004,6
155,сутки_NOUN,0,-1,2009,-1
156,друг_NOUN,1,-1,2012,9
157,взгляд_NOUN,1,-1,2007,1
158,газета_NOUN,1,-1,2002,8
159,рубль_NOUN,1,-1,2003,4
160,миллиард_NOUN,1,-1,2010,3
161,декабрь_NOUN,1,-1,2013,8
162,ставка_NOUN,0,-1,2006,-1
163,смерть_NOUN,0,-1,2009,-1
164,содержание_NOUN,0,-1,2004,-1
165,правительство_NOUN,1,-1,2012,5
166,итог_NOUN,1,-1,2013,7
167,сценарий_NOUN,1,-1,2010,1
168,сотрудник_NOUN,1,-1,2013,4
169,карьера_NOUN,0,-1,2004,-1
170,попытка_NOUN,0,-1,2002,-1
171,игрок_NOUN,1,-1,2011,10
172,аренда_NOUN,1,-1,2004,2
173,уровень_NOUN,1,-1,2006,10
174,программа_NOUN,1,-1,2008,10
175,атака_NOUN,1,-1,2004,1
176,территория_NOUN,0,-1,2013,-1
177,мэр_NOUN,0,-1,2012,-1
178,показатель_NOUN,0,-1,2008,-1
179,отличие_NOUN,0,-1,2006,-1
180,вечер_NOUN,0,-1,2008,-1
181,пора_NOUN,0,-1,2013,-1
182,рождение_NOUN,0,-1,2005,-1
183,команда_NOUN,1,-1,2008,6
184,закон_NOUN,1,-1,2011,8
185,право_NOUN,1,-1,2007,6
186,госпиталь_NOUN,0,-1,2002,-1
187,проблема_NOUN,0,-1,2001,-1
188,процент_NOUN,1,-1,2002,5
189,вертолет_NOUN,0,-1,2013,-1
190,вид_NOUN,0,-1,2002,-1
191,цена_NOUN,1,-1,2000,10
192,сторонник_NOUN,0,-1,2004,-1
193,момент_NOUN,1,-1,2007,10
194,информация_NOUN,1,-1,2001,3
195,голова_NOUN,0,-1,2012,-1
196,мальчик_NOUN,0,-1,2012,-1
197,деятельность_NOUN,1,-1,2011,1
198,возможность_NOUN,1,-1,2007,7
199,храм_NOUN,0,-1,2008,-1
200,квартира_NOUN,0,-1,2006,-1
201,человек_NOUN,1,-1,2006,1
202,волна_NOUN,0,-1,2009,-1
203,глава_NOUN,1,-1,2003,10
204,анжи_NOUN,0,-1,2010,-1
205,срок_NOUN,0,-1,2005,-1
206,министр_NOUN,1,-1,2001,5
207,окончание_NOUN,0,-1,2000,-1
208,провинция_NOUN,0,-1,2008,-1
209,процент_NOUN,1,-1,2011,6
210,миллиард_NOUN,1,-1,2001,7
211,насилие_NOUN,0,-1,2012,-1
212,оценка_NOUN,0,-1,2007,-1
213,январь_NOUN,1,-1,2009,9
214,положение_NOUN,0,-1,2000,-1
215,комплекс_NOUN,0,-1,2005,-1
216,дата_NOUN,0,-1,2005,-1
217,пакет_NOUN,0,-1,2005,-1
218,процент_NOUN,1,-1,2003,5
219,страна_NOUN,1,-1,2009,3
220,рынок_NOUN,1,-1,2010,4
221,момент_NOUN,1,-1,2010,9
222,миллиард_NOUN,1,-1,2006,3
223,чувство_NOUN,0,-1,2006,-1
224,глава_NOUN,1,-1,2000,7
225,страна_NOUN,1,-1,2013,1
226,полиция_NOUN,1,-1,2013,5
227,артист_NOUN,0,-1,2003,-1
228,программа_NOUN,1,-1,2009,8
229,сокращение_NOUN,0,-1,2013,-1
230,страна_NOUN,1,-1,2012,3
231,страна_NOUN,1,-1,2006,2
232,фонд_NOUN,0,-1,2004,-1
233,магазин_NOUN,1,-1,2002,1
234,сотрудник_NOUN,1,-1,2011,7
235,новость_NOUN,0,-1,2008,-1
236,орган_NOUN,1,-1,2001,6
237,снег_NOUN,0,-1,2009,-1
238,главное_NOUN,0,-1,2013,-1
239,мир_NOUN,1,-1,2003,8
240,план_NOUN,0,-1,2000,-1
241,надежда_NOUN,0,-1,2012,-1
242,польза_NOUN,0,-1,2011,-1
243,время_NOUN,1,-1,2011,4
244,власть_NOUN,0,-1,2006,-1
245,работа_NOUN,1,-1,2009,4
246,отсутствие_NOUN,0,-1,2002,-1
247,программа_NOUN,1,-1,2006,6
248,окончание_NOUN,0,-1,2002,-1
249,специалист_NOUN,0,-1,2011,-1
250,участник_NOUN,1,-1,2005,9
251,ситуация_NOUN,1,-1,2002,9
252,зима_NOUN,0,-1,2010,-1
253,жизнь_NOUN,1,-1,2003,9
254,правда_NOUN,0,-1,2013,-1
255,страна_NOUN,1,-1,2002,4
256,система_NOUN,1,-1,2009,1
257,глава_NOUN,1,-1,2002,7
258,пора_NOUN,1,-1,2004,9
259,инцидент_NOUN,1,-1,2000,2
260,основание_NOUN,1,-1,2002,2
261,потеря_NOUN,0,-1,2010,-1
262,деятельность_NOUN,0,-1,2003,-1
263,попытка_NOUN,0,-1,2012,-1
264,апрель_NOUN,0,-1,2000,-1
265,тренер_NOUN,0,-1,2002,-1
266,март_NOUN,1,-1,2011,9
267,команда_NOUN,1,-1,2010,2
268,коллега_NOUN,0,-1,2002,-1
269,соревнование_NOUN,0,-1,2009,-1
270,недвижимость_NOUN,0,-1,2007,-1
271,салон_NOUN,0,-1,2005,-1
272,море_NOUN,0,-1,2012,-1
273,возможность_NOUN,1,-1,2006,7
274,государство_NOUN,1,-1,2000,6
275,поколение_NOUN,0,-1,2004,-1
276,власть_NOUN,1,-1,2007,5
277,воздух_NOUN,1,-1,2005,3
278,сезон_NOUN,0,-1,2010,-1
279,схема_NOUN,0,-1,2007,-1

