inner	-0.22	0.21
extreme	-0.22	0.16
nominal	-0.22	0.14
swelling	-0.22	0.14
protestant	-0.22	0.25
restraining	-0.22	0.11
integrated	-0.21	0.09
entire	-0.21	0.18
sprawling	-0.21	0.20
inertial	-0.21	0.11
preparatory	-0.21	0.07
crude	-0.21	0.15
weaker	-0.21	0.28
sovereign	-0.21	0.14
silent	-0.21	0.26
managing	-0.21	0.13
latin	-0.21	0.18
pertinent	-0.21	0.16
metallic	-0.20	0.17
negative	-0.20	0.08
emotional	-0.20	0.13
christian	-0.20	0.32
sagging	-0.20	0.19
token	-0.20	0.10
german	-0.20	0.19
polish	-0.19	0.20
complicated	-0.19	0.17
alert	-0.19	0.35
gloomy	-0.19	0.20
unwilling	-0.19	0.20
conflicting	-0.19	0.09
psychic	-0.19	0.13
sticky	-0.19	0.36
russian	-0.18	0.20
roman	-0.18	0.25
catholic	-0.18	0.25
similar	-0.18	0.14
inward	-0.18	0.15
noisy	-0.18	0.24
native	-0.17	0.11
cosmic	-0.17	0.16
vice	-0.17	0.13
canadian	-0.17	0.15
worthwhile	-0.17	0.17
french	-0.17	0.21
abrupt	-0.17	0.17
capitalist	-0.17	0.14
institutional	-0.17	0.11
unused	-0.17	0.13
parental	-0.17	0.07
elementary	-0.16	0.15
mandatory	-0.16	0.22
smaller	-0.16	0.17
daily	-0.16	0.12
serious	-0.16	0.14
airborne	-0.16	0.09
striped	-0.16	0.24
mystical	-0.16	0.20
precarious	-0.16	0.13
medical	-0.15	0.12
physical	-0.15	0.15
residual	-0.15	0.13
distant	-0.14	0.23
hebrew	-0.14	0.35
clerical	-0.14	0.16
functional	-0.14	0.13
economic	-0.14	0.12
childish	-0.14	0.53
eligible	-0.14	1.14
preoccupied	-0.14	0.33
liable	-0.14	0.16
reverse	-0.14	0.14
occupational	-0.14	0.11
frozen	-0.14	0.16
homemade	-0.14	0.15
educational	-0.14	0.14
communist	-0.14	0.08
spanish	-0.13	0.21
interstate	-0.13	0.18
molding	-0.13	0.11
theatrical	-0.13	0.15
electronic	-0.13	0.15
separate	-0.13	0.09
imaginary	-0.13	0.14
various	-0.13	0.14
existing	-0.13	0.13
nursing	-0.13	0.23
folding	-0.13	0.20
atomic	-0.13	0.11
cardboard	-0.13	0.18
theological	-0.12	0.19
subjective	-0.12	0.12
physiological	-0.12	0.07
ambitious	-0.12	0.16
partisan	-0.12	0.07
prophetic	-0.12	0.18
overseas	-0.12	0.11
predictable	-0.12	0.96
proud	-0.12	0.88
decisive	-0.12	0.19
consequent	-0.12	0.09
religious	-0.12	0.22
electric	-0.11	0.09
masculine	-0.11	0.12
traditional	-0.11	0.10
inc	-0.11	0.08
other	-0.11	0.14
oriental	-0.11	0.14
fiery	-0.11	0.15
skinny	-0.11	0.33
social	-0.11	0.15
unidentified	-0.11	0.10
noble	-0.11	1.03
rigid	-0.11	0.18
apt	-0.10	0.25
expanding	-0.10	0.10
chemical	-0.10	0.06
unfavorable	-0.10	0.25
cuban	-0.10	0.10
colonial	-0.10	0.11
consolidated	-0.10	0.12
electrical	-0.10	0.09
est	-0.10	0.13
congolese	-0.10	0.08
recognizable	-0.10	0.13
annual	-0.10	0.07
impending	-0.10	0.16
sacred	-0.09	0.34
provincial	-0.09	0.12
tory	-0.09	0.08
tangible	-0.09	0.16
czech	-0.09	0.18
unified	-0.09	0.10
individual	-0.09	0.15
underlying	-0.09	0.11
temporal	-0.09	0.19
irregular	-0.09	0.14
segregated	-0.09	0.10
domestic	-0.09	0.09
typical	-0.09	0.20
structural	-0.09	0.08
cherished	-0.09	0.22
intricate	-0.09	0.18
royal	-0.09	0.08
brazilian	-0.09	0.20
collective	-0.09	0.12
rubber	-0.09	0.11
fashionable	-0.08	0.17
internal	-0.08	0.08
legitimate	-0.08	0.25
orthodox	-0.08	0.35
flat	-0.08	0.19
syrian	-0.08	0.10
customary	-0.08	0.15
advancing	-0.08	0.09
massed	-0.08	0.19
feudal	-0.08	0.14
mock	-0.08	0.16
biological	-0.07	0.14
ethnic	-0.07	0.13
excited	-0.07	0.92
medieval	-0.07	0.11
technological	-0.07	0.09
varied	-0.07	0.10
vietnamese	-0.07	0.07
sheer	-0.07	0.16
austrian	-0.07	0.20
classical	-0.07	0.15
mere	-0.07	0.12
prime	-0.07	0.08
portuguese	-0.06	0.13
vacant	-0.06	0.29
heavenly	-0.06	1.10
assistant	-0.06	0.08
solar	-0.06	0.05
inherent	-0.06	0.19
lofty	-0.06	0.14
concerned	-0.06	0.39
psychological	-0.06	0.09
federal	-0.06	0.07
richest	-0.06	0.22
scottish	-0.06	0.15
seasonal	-0.06	0.15
marine	-0.06	0.03
wry	-0.05	0.22
postal	-0.05	0.12
unique	-0.05	0.36
moral	-0.05	0.22
historic	-0.05	0.24
legal	-0.05	0.09
nuclear	-0.05	0.13
armed	-0.05	0.04
slightest	-0.05	0.14
elder	-0.05	0.21
soviet	-0.05	0.08
biggest	-0.05	0.21
frail	-0.05	0.41
monetary	-0.05	0.05
asian	-0.05	0.16
stubborn	-0.04	0.20
western	-0.04	0.14
nearby	-0.04	0.13
overall	-0.04	0.11
fiscal	-0.04	0.05
foreign	-0.04	0.09
inferior	-0.04	0.95
operational	-0.04	0.10
offensive	-0.04	0.05
japanese	-0.04	0.13
manifest	-0.04	0.11
european	-0.04	0.10
financial	-0.04	0.07
electoral	-0.04	0.07
convinced	-0.04	0.27
charitable	-0.04	0.15
remedial	-0.04	0.19
occasional	-0.04	0.16
organizational	-0.04	0.07
favorable	-0.04	0.20
british	-0.04	0.12
poetic	-0.03	0.14
indonesian	-0.03	0.11
secular	-0.03	0.13
baptist	-0.03	0.31
local	-0.03	0.06
selective	-0.03	0.13
constant	-0.03	0.10
persian	-0.03	0.16
immediate	-0.03	0.13
competitive	-0.03	0.11
subordinate	-0.03	0.09
meaningful	-0.03	0.17
italian	-0.03	0.23
overt	-0.03	0.11
moslem	-0.03	0.15
conventional	-0.03	0.09
particular	-0.03	0.23
turkish	-0.03	0.15
varying	-0.03	0.20
egyptian	-0.03	0.13
corporate	-0.03	0.05
dutch	-0.03	0.20
older	-0.03	0.31
complex	-0.02	0.19
current	-0.02	0.06
relative	-0.02	0.22
socialist	-0.02	0.08
confidential	-0.02	0.13
hind	-0.02	0.20
radical	-0.02	0.09
speculative	-0.02	0.12
allied	-0.02	0.06
senatorial	-0.02	0.14
smallest	-0.02	0.10
military	-0.02	0.06
marxist	-0.02	0.07
statewide	-0.02	0.05
auxiliary	-0.02	0.11
militant	-0.02	0.11
humble	-0.02	0.34
symbolic	-0.02	0.18
instinctive	-0.02	0.10
inclined	-0.02	0.23
african	-0.02	0.11
worldwide	-0.01	0.08
extra	-0.01	0.16
tactical	-0.01	0.05
buddhist	-0.01	0.21
artificial	-0.01	0.14
incoming	-0.01	0.09
tacit	-0.01	0.11
conspicuous	-0.00	0.20
frequent	-0.00	0.08
caribbean	-0.00	0.13
constitutional	-0.00	0.15
algerian	-0.00	0.10
english	-0.00	0.21
probing	0.00	0.21
chinese	0.00	0.11
geographical	0.00	0.10
booming	0.00	0.07
governing	0.00	0.08
inaugural	0.00	0.11
marginal	0.00	0.11
cheap	0.00	0.28
intrinsic	0.00	0.13
israeli	0.00	0.11
lowest	0.01	0.08
competing	0.01	0.09
supreme	0.01	0.11
special	0.01	0.16
parliamentary	0.01	0.06
official	0.01	0.10
governmental	0.01	0.07
upper	0.01	0.12
ecclesiastical	0.01	0.11
corresponding	0.01	0.15
sharp	0.01	0.16
naval	0.01	0.06
susceptible	0.02	0.13
protective	0.02	0.19
powerful	0.02	0.11
political	0.02	0.08
voluntary	0.02	0.11
fundamental	0.02	0.11
grand	0.02	0.11
regular	0.02	0.08
administrative	0.02	0.12
mocking	0.02	0.26
logical	0.02	0.19
damp	0.02	0.43
primary	0.02	0.14
differential	0.02	0.11
civil	0.02	0.05
triple	0.02	0.13
shadowy	0.02	0.20
respective	0.02	0.06
intercontinental	0.02	0.08
random	0.03	0.22
belgian	0.03	0.12
longest	0.03	0.12
monthly	0.03	0.07
youthful	0.03	0.15
unchanged	0.03	0.09
previous	0.03	0.11
arid	0.03	0.10
representative	0.03	0.13
slippery	0.03	0.27
global	0.03	0.11
periodic	0.03	0.11
general	0.03	0.04
diplomatic	0.03	0.13
tentative	0.03	0.10
slight	0.03	0.18
regional	0.03	0.06
muslim	0.03	0.29
verbal	0.04	0.13
american	0.04	0.12
municipal	0.04	0.12
clinical	0.04	0.15
experimental	0.04	0.08
aesthetic	0.04	0.10
korean	0.04	0.10
sociological	0.04	0.13
cultural	0.04	0.13
momentary	0.04	0.08
crucial	0.04	0.19
marital	0.04	0.13
hoarse	0.04	0.28
intense	0.04	0.09
prospective	0.04	0.16
premier	0.05	0.07
newer	0.05	0.15
outer	0.05	0.11
present	0.05	0.19
ingenious	0.05	0.14
dental	0.05	0.11
weekly	0.05	0.08
compulsory	0.05	0.19
defiant	0.05	0.33
soluble	0.05	0.18
pending	0.05	0.12
erotic	0.05	0.15
plain	0.05	0.16
certain	0.05	0.23
abstract	0.05	0.10
ghostly	0.05	0.23
positive	0.05	0.08
joint	0.05	0.13
democratic	0.05	0.04
glorious	0.05	0.17
magnetic	0.06	0.08
evident	0.06	0.13
richer	0.06	0.26
antique	0.06	0.17
commanding	0.06	0.07
celestial	0.06	0.11
temporary	0.06	0.18
single	0.06	0.10
organic	0.06	0.16
dominant	0.06	0.12
subsequent	0.06	0.10
dense	0.06	0.10
larger	0.07	0.20
impossible	0.07	0.24
methodist	0.07	0.20
variable	0.07	0.12
tighter	0.07	0.08
coarse	0.07	0.23
geographic	0.07	0.09
dim	0.07	0.21
initial	0.07	0.07
exotic	0.07	0.26
southern	0.07	0.08
average	0.07	0.09
tremendous	0.07	0.22
angular	0.08	0.24
privileged	0.08	1.18
brooding	0.08	0.28
skilled	0.08	0.21
honorary	0.08	0.16
legislative	0.08	0.06
numerous	0.08	0.10
new	0.08	0.11
forthcoming	0.08	0.10
national	0.08	0.07
nationwide	0.08	0.12
wont	0.08	0.22
eventual	0.08	0.17
total	0.08	0.15
expensive	0.08	0.15
increasing	0.08	0.15
withholding	0.09	0.12
uniformed	0.09	0.08
congressional	0.09	0.06
neutral	0.09	0.10
tribal	0.09	0.09
definite	0.09	0.20
bigger	0.09	0.20
spontaneous	0.09	0.13
intellectual	0.09	0.11
reserve	0.09	0.09
indian	0.09	0.19
classic	0.10	0.11
reminiscent	0.10	0.13
armored	0.10	0.08
mighty	0.10	0.94
retail	0.10	0.08
critical	0.10	0.14
surprised	0.10	0.87
major	0.10	0.16
presidential	0.10	0.05
advanced	0.10	0.12
unofficial	0.10	0.16
remote	0.11	0.20
chief	0.11	0.06
baked	0.11	0.41
outright	0.11	0.16
vast	0.11	0.19
apparent	0.11	0.16
televised	0.11	0.09
simple	0.11	0.15
swiss	0.11	0.13
ethical	0.11	0.11
troublesome	0.11	0.31
specific	0.11	0.14
visible	0.12	0.13
diverse	0.12	0.19
potent	0.12	0.16
technical	0.12	0.13
sterile	0.12	0.14
authentic	0.12	0.15
persistent	0.12	0.18
judicial	0.12	0.07
private	0.12	0.07
unmistakable	0.13	0.25
philosophical	0.13	0.10
revolutionary	0.13	0.10
giant	0.13	0.13
natural	0.13	0.25
secondary	0.13	0.15
personal	0.13	0.11
progressive	0.13	0.16
immense	0.13	0.19
past	0.13	0.09
remaining	0.13	0.08
newest	0.13	0.16
implicit	0.13	0.16
historical	0.13	0.14
incomplete	0.13	0.32
academic	0.14	0.13
loose	0.14	0.17
surviving	0.14	0.13
maximum	0.14	0.20
wooden	0.14	0.14
distinct	0.14	0.16
higher	0.14	0.07
architectural	0.14	0.16
eastern	0.14	0.08
explicit	0.14	0.10
connecting	0.14	0.07
supersonic	0.15	0.12
darker	0.15	0.21
wealthy	0.15	0.19
triumphant	0.15	0.70
midwestern	0.15	0.08
fleeting	0.15	0.14
portable	0.15	0.12
nearest	0.15	0.09
massive	0.15	0.15
sentimental	0.15	0.20
large	0.16	0.12
shorter	0.16	0.20
acceptable	0.16	0.22
aware	0.16	0.29
senior	0.16	0.14
deliberate	0.16	0.23
real	0.16	1.06
growing	0.16	0.12
largest	0.16	0.09
affluent	0.16	0.23
blessed	0.16	1.03
arab	0.16	0.13
wrinkled	0.16	0.26
episcopal	0.16	0.20
philharmonic	0.16	0.11
associate	0.16	0.10
interesting	0.17	0.85
strategic	0.17	0.09
reciprocal	0.17	0.13
piercing	0.17	0.16
direct	0.17	0.11
expressionless	0.17	0.33
liberal	0.17	0.08
veiled	0.17	0.20
male	0.17	0.18
synthetic	0.17	0.09
elastic	0.17	0.14
difficult	0.17	0.21
toughest	0.17	0.22
pro	0.17	0.22
slower	0.17	0.21
substantial	0.17	0.12
factual	0.17	0.16
lower	0.18	0.10
greek	0.18	0.17
modern	0.18	0.09
patriotic	0.18	0.18
dramatic	0.18	0.32
chartered	0.18	0.08
commercial	0.18	0.10
huge	0.18	0.16
somber	0.18	0.28
specialized	0.18	0.10
transparent	0.18	0.15
productive	0.18	0.16
central	0.18	0.06
grateful	0.19	0.84
innocent	0.19	0.99
universal	0.19	0.13
louder	0.19	0.23
buzzing	0.19	0.26
simpler	0.19	0.11
recent	0.19	0.16
latest	0.19	0.23
elevated	0.19	0.10
theoretical	0.19	0.15
encouraging	0.20	0.20
brief	0.20	0.16
gigantic	0.20	0.22
significant	0.20	0.28
artistic	0.20	0.15
gaunt	0.20	0.36
soothing	0.20	0.36
partial	0.20	0.11
pious	0.20	0.20
diving	0.20	0.16
small	0.20	0.14
hardest	0.20	0.17
oral	0.20	0.12
continental	0.20	0.08
uneven	0.21	0.18
prosperous	0.21	0.23
close	0.21	0.22
ballistic	0.21	0.12
mobile	0.21	0.09
broader	0.21	0.06
aging	0.21	0.27
persuasive	0.22	0.21
additional	0.22	0.25
common	0.22	0.18
residential	0.22	0.26
advisory	0.22	0.08
characteristic	0.22	0.21
exclusive	0.22	0.11
surgical	0.22	0.17
lasting	0.22	0.15
coastal	0.22	0.16
final	0.22	0.13
likely	0.22	0.24
international	0.22	0.09
vertical	0.22	0.16
profound	0.22	0.07
intensive	0.23	0.08
grave	0.23	0.18
simultaneous	0.23	0.11
unlimited	0.23	0.21
northern	0.23	0.10
double	0.23	0.10
professional	0.23	0.20
biblical	0.23	0.20
raw	0.23	0.24
muffled	0.23	0.28
gothic	0.23	0.10
civilian	0.23	0.16
wet	0.24	0.39
following	0.24	0.09
metropolitan	0.24	0.17
boiling	0.24	0.34
basic	0.24	0.19
imperial	0.24	0.12
martial	0.24	0.12
dynamic	0.24	0.04
northwestern	0.25	0.06
incumbent	0.25	0.07
elusive	0.25	0.18
possible	0.25	0.22
loud	0.25	0.30
considerable	0.25	0.22
lunar	0.25	0.11
imposing	0.25	0.15
