ID,WORD,LABEL,ASSESSOR_LABEL,BASE_YEAR,RATING
80,государственный_ADJ,1,-1,2009,8
81,октябрьский_ADJ,0,-1,2004,-1
82,невероятный_ADJ,0,-1,2011,-1
83,тюменский_ADJ,0,-1,2005,-1
84,национальный_ADJ,1,-1,2009,9
85,дорогой_ADJ,0,-1,2011,-1
86,военный_ADJ,1,-1,2004,6
87,анонимный_ADJ,0,-1,2012,-1
88,надежный_ADJ,1,-1,2000,1
89,ночной_ADJ,0,-1,2006,-1
90,должен_ADJ,1,-1,2008,1
91,военный_ADJ,1,-1,2006,6
92,финансовый_ADJ,1,-1,2009,7
93,настоящий_ADJ,0,-1,2003,-1
94,должен_ADJ,1,-1,2011,2
95,какой-то_ADJ,1,-1,2011,7
96,данный_ADJ,1,-1,2008,10
97,честный_ADJ,0,-1,2003,-1
98,крепкий_ADJ,0,-1,2011,-1
99,горячий_ADJ,0,-1,2010,-1
100,комплексный_ADJ,0,-1,2009,-1
101,сельский_ADJ,0,-1,2005,-1
102,сербский_ADJ,0,-1,2011,-1
103,основной_ADJ,1,-1,2009,5
104,крупный_ADJ,1,-1,2005,2
105,запасной_ADJ,0,-1,2007,-1
106,британский_ADJ,1,-1,2003,10
107,единый_ADJ,1,-1,2013,4
108,криминальный_ADJ,0,-1,2007,-1
109,подобный_ADJ,1,-1,2009,10
110,сотовый_ADJ,0,-1,2011,-1
111,политический_ADJ,1,-1,2010,6
112,крайний_ADJ,0,-1,2013,-1
113,нынешний_ADJ,1,-1,2010,10
114,возможный_ADJ,1,-1,2013,3
115,известный_ADJ,1,-1,2004,2
116,новый_ADJ,1,-1,2002,1
117,криминальный_ADJ,0,-1,2009,-1
118,знаменитый_ADJ,1,-1,2000,9
119,радикальный_ADJ,1,-1,2004,3
120,предварительный_ADJ,1,-1,2005,1
121,российский_ADJ,1,-1,2009,3
122,болгарский_ADJ,0,-1,2007,-1
123,результативный_ADJ,0,-1,2007,-1
124,народный_ADJ,0,-1,2005,-1
125,принципиальный_ADJ,0,-1,2004,-1
126,открытый_ADJ,0,-1,2004,-1
127,подводный_ADJ,0,-1,2006,-1
128,лучший_ADJ,1,-1,2002,6
129,любой_ADJ,1,-1,2008,8
130,первый_ADJ,1,-1,2009,2
131,юридический_ADJ,0,-1,2009,-1
132,бельгийский_ADJ,0,-1,2013,-1
133,русский_ADJ,0,-1,2008,-1
134,закрытый_ADJ,0,-1,2010,-1
135,эксклюзивный_ADJ,0,-1,2006,-1
136,специальный_ADJ,1,-1,2007,8
137,самый_ADJ,1,-1,2011,3
138,потенциальный_ADJ,0,-1,2002,-1
139,трехлетний_ADJ,0,-1,2007,-1
140,товарный_ADJ,0,-1,2006,-1
141,судейский_ADJ,0,-1,2009,-1
142,лучший_ADJ,1,-1,2008,5
143,годовой_ADJ,0,-1,2005,-1
144,внутренний_ADJ,0,-1,2008,-1
145,заключительный_ADJ,0,-1,2013,-1
146,задний_ADJ,0,-1,2000,-1
147,силовой_ADJ,0,-1,2000,-1
148,собственный_ADJ,1,-1,2000,6
149,авторский_ADJ,1,-1,2000,2
150,тесный_ADJ,0,-1,2005,-1
151,небольшой_ADJ,0,-1,2002,-1
152,игорный_ADJ,0,-1,2010,-1
153,экономический_ADJ,1,-1,2008,7
154,партийный_ADJ,0,-1,2006,-1
155,мусульманский_ADJ,0,-1,2000,-1
156,дальневосточный_ADJ,1,-1,2004,1
157,нужный_ADJ,1,-1,2007,2
158,настоящий_ADJ,0,-1,2013,-1
159,экономический_ADJ,1,-1,2011,10
160,третий_ADJ,1,-1,2004,10
161,высший_ADJ,0,-1,2006,-1
162,твердый_ADJ,0,-1,2010,-1
163,рязанский_ADJ,0,-1,2010,-1
164,многие_ADJ,1,-1,2012,5
165,любой_ADJ,1,-1,2012,6
166,кадровый_ADJ,0,-1,2003,-1
167,экономический_ADJ,1,-1,2005,5
168,террористический_ADJ,0,-1,2001,-1
169,программный_ADJ,0,-1,2008,-1
170,единый_ADJ,1,-1,2003,7
171,новогодний_ADJ,0,-1,2002,-1
172,всеобщий_ADJ,0,-1,2002,-1
173,футбольный_ADJ,1,-1,2013,9
174,высокий_ADJ,0,-1,2011,-1
175,преступный_ADJ,0,-1,2013,-1
176,трансферный_ADJ,0,-1,2011,-1
177,российский_ADJ,0,-1,2004,-1
178,собственный_ADJ,1,-1,2005,6
179,перспективный_ADJ,0,-1,2001,-1
180,подобный_ADJ,1,-1,2001,6
181,крымский_ADJ,0,-1,2011,-1
182,международный_ADJ,1,-1,2012,8
183,обычный_ADJ,0,-1,2001,-1
184,общественный_ADJ,1,-1,2011,6
185,акционерный_ADJ,0,-1,2000,-1
186,нужный_ADJ,1,-1,2005,3
187,английский_ADJ,0,-1,2013,-1
188,грустный_ADJ,0,-1,2002,-1
189,бывший_ADJ,1,-1,2005,4
190,должен_ADJ,1,-1,2001,3
191,важный_ADJ,1,-1,2000,5
192,временный_ADJ,0,-1,2002,-1
193,студенческий_ADJ,0,-1,2003,-1
194,местный_ADJ,1,-1,2007,4
195,крутой_ADJ,0,-1,2012,-1
196,иностранный_ADJ,1,-1,2005,9
197,предыдущий_ADJ,0,-1,2010,-1
198,финский_ADJ,0,-1,2004,-1
199,настоящий_ADJ,1,-1,2002,7
200,2009-й_ADJ,0,-1,2009,-1
201,пушкинский_ADJ,0,-1,2000,-1
202,классический_ADJ,0,-1,2013,-1
203,счетный_ADJ,0,-1,2007,-1
204,московский_ADJ,1,-1,2001,4
205,страшный_ADJ,0,-1,2003,-1
206,невозможный_ADJ,1,-1,2012,1
207,передний_ADJ,0,-1,2007,-1
208,немногие_ADJ,1,-1,2009,1
209,национальный_ADJ,1,-1,2003,5
210,старинный_ADJ,0,-1,2006,-1
211,поддельный_ADJ,1,-1,2012,2
212,высокопоставленный_ADJ,0,-1,2008,-1
213,тихий_ADJ,0,-1,2009,-1
214,болотный_ADJ,0,-1,2011,-1
215,екатеринбургский_ADJ,0,-1,2010,-1
216,национальный_ADJ,1,-1,2010,5
217,частный_ADJ,1,-1,2013,7
218,любой_ADJ,1,-1,2002,5
219,официальный_ADJ,1,-1,2002,9
220,международный_ADJ,1,-1,2008,4
221,специальный_ADJ,1,-1,2013,5
222,разный_ADJ,1,-1,2003,9
223,американский_ADJ,1,-1,2008,2
224,украинский_ADJ,1,-1,2005,10
225,отрицательный_ADJ,0,-1,2001,-1
226,идеологический_ADJ,0,-1,2003,-1
227,политический_ADJ,1,-1,2013,2
228,бывший_ADJ,1,-1,2011,5
229,независимый_ADJ,0,-1,2012,-1
230,обвинительный_ADJ,0,-1,2012,-1
231,научный_ADJ,0,-1,2000,-1
232,музыкальный_ADJ,0,-1,2000,-1
233,третий_ADJ,1,-1,2008,6
234,второй_ADJ,1,-1,2009,4
235,краснодарский_ADJ,0,-1,2001,-1
236,ядерный_ADJ,0,-1,2005,-1
237,грубый_ADJ,0,-1,2012,-1
238,шестой_ADJ,0,-1,2011,-1
239,положительный_ADJ,0,-1,2009,-1
240,тяжелый_ADJ,1,-1,2013,10
241,национальный_ADJ,1,-1,2006,9
242,широкий_ADJ,0,-1,2004,-1
243,иностранный_ADJ,1,-1,2001,10
244,разный_ADJ,1,-1,2001,9
245,колоссальный_ADJ,0,-1,2008,-1
246,важный_ADJ,1,-1,2007,6
247,самый_ADJ,1,-1,2006,3
248,норвежский_ADJ,1,-1,2013,1
249,федеральный_ADJ,1,-1,2006,7
250,территориальный_ADJ,0,-1,2005,-1
251,хоккейный_ADJ,0,-1,2010,-1
252,позитивный_ADJ,0,-1,2003,-1
253,многие_ADJ,1,-1,2004,5
254,атомный_ADJ,0,-1,2010,-1
255,политический_ADJ,1,-1,2008,9
256,американский_ADJ,1,-1,2012,4
257,командный_ADJ,0,-1,2000,-1
258,городской_ADJ,1,-1,2010,8
259,предыдущий_ADJ,0,-1,2005,-1
260,пушкинский_ADJ,0,-1,2004,-1
261,экономический_ADJ,1,-1,2012,10
262,первый_ADJ,1,-1,2010,2
263,закрытый_ADJ,0,-1,2012,-1
264,крупный_ADJ,1,-1,2008,3
265,подлинный_ADJ,0,-1,2003,-1
266,надежный_ADJ,0,-1,2001,-1
267,дорогой_ADJ,0,-1,2004,-1
268,высокий_ADJ,1,-1,2003,3
269,арбитражный_ADJ,0,-1,2005,-1
270,крупный_ADJ,1,-1,2006,4
271,многие_ADJ,1,-1,2006,5
272,крупный_ADJ,1,-1,2011,4
273,лучший_ADJ,1,-1,2004,9
274,журналистский_ADJ,1,-1,2001,2
275,многие_ADJ,1,-1,2010,4
276,клубный_ADJ,0,-1,2008,-1
277,парижский_ADJ,0,-1,2001,-1
278,подробный_ADJ,0,-1,2001,-1
279,личный_ADJ,1,-1,2000,8

