ID,WORD,LABEL,ASSESSOR_LABEL,BASE_YEAR,RATING
166,примечательный_ADJ,1,0,2008,9
167,ливийский_ADJ,1,1,2010,1
168,лунный_ADJ,0,1,2006,-1
169,критический_ADJ,0,0,2009,-1
170,смертельный_ADJ,0,0,2013,-1
171,вынуждать_ADJ,0,0,2013,-1
172,русскоязычный_ADJ,0,0,2003,-1
173,пятилетний_ADJ,0,0,2010,-1
174,световой_ADJ,0,0,2012,-1
175,слабый_ADJ,0,0,2006,-1
176,норильский_ADJ,1,0,2003,9
177,басманный_ADJ,1,1,2005,1
178,телевизионный_ADJ,0,0,2002,-1
179,послевоенный_ADJ,1,1,2002,2
180,правый_ADJ,0,0,2009,-1
181,балетный_ADJ,0,0,2013,-1
182,железный_ADJ,1,1,2004,10
183,самопровозглашенный_ADJ,1,2,2013,4
184,ежедневный_ADJ,0,0,2007,-1
185,переходный_ADJ,1,1,2010,3
186,технологический_ADJ,0,0,2000,-1
187,грандиозный_ADJ,0,1,2004,-1
188,бумажный_ADJ,0,0,2002,-1
189,триумфальный_ADJ,1,0,2009,7
190,несогласный_ADJ,1,2,2007,10
191,берлинский_ADJ,0,0,2000,-1
192,убедительный_ADJ,0,0,2003,-1
193,резкий_ADJ,0,0,2012,-1
194,оранжевый_ADJ,1,1,2004,5
195,2011-й_ADJ,1,0,2011,3
196,трехлетний_ADJ,1,0,2007,1
197,надзорный_ADJ,0,0,2009,-1
198,невский_ADJ,1,1,2008,6
199,амурский_ADJ,0,0,2008,-1
200,дорогостоящий_ADJ,0,1,2008,-1
201,шиитский_ADJ,0,0,2005,-1
202,автономный_ADJ,0,0,2002,-1
203,подавляющий_ADJ,0,0,2006,-1
204,кадровый_ADJ,0,0,2002,-1
205,пятилетний_ADJ,1,0,2009,9
206,победный_ADJ,0,0,2007,-1
207,католический_ADJ,1,0,2002,6
208,4-й_ADJ,0,0,2010,-1
209,текстовый_ADJ,1,1,2010,9
210,необоснованный_ADJ,0,0,2012,-1
211,неправильный_ADJ,0,0,2001,-1
212,русскоязычный_ADJ,0,0,2013,-1
213,голубой_ADJ,0,1,2007,-1
214,невский_ADJ,1,0,2006,3
215,голевой_ADJ,0,0,2005,-1
216,фигурный_ADJ,1,0,2001,4
217,железный_ADJ,1,0,2005,5
218,книжный_ADJ,0,0,2002,-1
219,птичий_ADJ,1,0,2006,1
220,влийский_ADJ,1,0,2003,5
221,проектный_ADJ,0,0,2006,-1
222,2010-й_ADJ,1,0,2009,10
223,таков_ADJ,0,0,2013,-1
224,достойный_ADJ,0,0,2004,-1
225,принятый_ADJ,0,0,2012,-1
226,узбекский_ADJ,1,0,2005,8
227,южнокорейский_ADJ,0,0,2008,-1
228,ювелирный_ADJ,0,0,2008,-1
229,смешанный_ADJ,1,1,2003,2
230,голливудский_ADJ,0,0,2002,-1
231,кавказский_ADJ,0,0,2010,-1
232,шахматный_ADJ,0,0,2001,-1
233,нтвадратный_ADJ,1,0,2001,7
234,адекватный_ADJ,0,0,2005,-1
235,подавляющий_ADJ,1,0,2000,10
236,свиной_ADJ,1,2,2008,2
237,крымский_ADJ,1,0,2013,3
238,республиканский_ADJ,0,0,2004,-1
239,мадридский_ADJ,0,0,2007,-1
240,норильский_ADJ,1,0,2009,1
241,тюменский_ADJ,0,0,2005,-1
242,железный_ADJ,1,0,2008,7
243,донецкий_ADJ,1,2,2013,6
244,железный_ADJ,1,1,2012,4
245,красноярский_ADJ,1,0,2002,9
246,саяно-шушенский_ADJ,1,0,2009,5
247,пожизненный_ADJ,1,1,2006,8
248,сердечный_ADJ,0,0,2006,-1
249,жаркий_ADJ,0,0,2006,-1
250,балетный_ADJ,1,0,2012,5
251,невероятный_ADJ,0,0,2010,-1
252,офшорный_ADJ,0,0,2013,-1
253,разнообразный_ADJ,0,0,2011,-1
254,ежедневный_ADJ,1,0,2002,5
255,датский_ADJ,1,0,2001,2
256,рекордный_ADJ,0,0,2013,-1
257,обыкновенный_ADJ,1,0,2012,7
258,крымский_ADJ,1,0,2011,2
259,радиоактивный_ADJ,0,0,2007,-1
260,железный_ADJ,1,0,2007,8
261,заказной_ADJ,0,0,2000,-1
262,мадридский_ADJ,1,0,2003,6
263,датский_ADJ,1,0,2005,2
264,мелкий_ADJ,0,0,2000,-1
265,птичий_ADJ,1,0,2005,4
266,македонский_ADJ,1,0,2001,1
267,примечательный_ADJ,1,0,2013,7
268,сибирский_ADJ,1,1,2000,6
269,иркутский_ADJ,0,0,2009,-1
270,грязный_ADJ,0,1,2007,-1
271,смертный_ADJ,1,0,2000,9
272,римский_ADJ,0,1,2005,-1
273,южноуральский_ADJ,1,0,2003,1
274,пушкинский_ADJ,1,1,2012,3
275,армянский_ADJ,0,0,2006,-1
276,академический_ADJ,0,0,2010,-1
277,добровольный_ADJ,0,0,2004,-1
278,птичий_ADJ,1,0,2004,2
279,неофициальный_ADJ,0,1,2011,-1
